# purpose,attitude fusion experiment
# label,tilt_static
# sample_hz,50
# duration_s,60
# sda_gpio,21
# scl_gpio,22
# wifi,off
t_ms,label,ax_g,ay_g,az_g,temp_c,gx_dps,gy_dps,gz_dps,mx_raw,my_raw,mz_raw
4020,tilt_static,0.638916,0.052490,0.796387,43.706,0.267176,1.053435,-0.099237,223,-63,393
4040,tilt_static,0.637939,0.048828,0.795410,43.742,0.259542,0.992366,-0.091603,223,-62,392
4060,tilt_static,0.643799,0.050537,0.798828,43.718,0.229008,0.877863,-0.152672,223,-62,392
4080,tilt_static,0.639893,0.051514,0.796631,43.698,0.259542,0.946565,-0.122137,223,-62,392
4101,tilt_static,0.638672,0.054443,0.794922,43.718,0.229008,0.885496,-0.114504,223,-62,391
4120,tilt_static,0.638184,0.050781,0.799072,43.745,0.244275,1.015267,-0.213740,223,-62,391
4140,tilt_static,0.635010,0.051025,0.796631,43.736,0.297710,0.854962,0.022901,223,-62,391
4161,tilt_static,0.638916,0.048584,0.793701,43.701,0.175573,0.969466,-0.099237,223,-62,391
4180,tilt_static,0.636963,0.052734,0.794434,43.715,0.190840,1.007634,-0.129771,222,-63,391
4200,tilt_static,0.636475,0.053223,0.791748,43.701,0.229008,0.938931,-0.145038,222,-63,391
4220,tilt_static,0.639648,0.050537,0.797852,43.748,0.251908,1.022901,-0.160305,222,-63,391
4240,tilt_static,0.642090,0.051758,0.796875,43.709,0.175573,0.885496,-0.007634,223,-61,391
4260,tilt_static,0.635254,0.052246,0.794678,43.715,0.236641,0.992366,0.000000,223,-61,391
4280,tilt_static,0.639648,0.049316,0.795898,43.736,0.229008,0.969466,-0.122137,223,-61,391
4300,tilt_static,0.638184,0.048584,0.792969,43.692,0.259542,0.923664,-0.114504,222,-62,391
4320,tilt_static,0.639160,0.051514,0.797363,43.721,0.114504,1.007634,-0.190840,222,-62,391
4340,tilt_static,0.637207,0.048340,0.798096,43.701,0.259542,0.984733,-0.083969,222,-62,391
4360,tilt_static,0.637207,0.052002,0.796143,43.733,0.251908,0.916031,-0.030534,222,-62,391
4380,tilt_static,0.642578,0.051270,0.793945,43.724,0.297710,0.961832,-0.022901,222,-62,391
4400,tilt_static,0.639648,0.050781,0.796143,43.727,0.244275,0.938931,-0.083969,222,-62,391
4420,tilt_static,0.637451,0.054443,0.786621,43.721,0.183206,1.022901,-0.190840,222,-62,391
4440,tilt_static,0.638916,0.050537,0.790283,43.706,0.282443,0.977099,-0.091603,222,-63,391
4460,tilt_static,0.636230,0.048340,0.788086,43.745,0.267176,0.854962,-0.068702,222,-63,391
4481,tilt_static,0.636719,0.051514,0.790771,43.701,0.358779,0.900763,-0.045802,222,-63,391
4500,tilt_static,0.636719,0.052734,0.784912,43.733,0.145038,1.038168,-0.137405,222,-63,394
4520,tilt_static,0.639648,0.050781,0.796387,43.733,0.183206,0.992366,-0.083969,222,-63,394
4540,tilt_static,0.636475,0.049805,0.792725,43.730,0.244275,0.916031,-0.122137,222,-63,394
4560,tilt_static,0.636230,0.055664,0.793701,43.715,0.251908,0.877863,-0.137405,222,-63,394
4580,tilt_static,0.634521,0.050781,0.794434,43.730,0.244275,0.893130,-0.022901,223,-61,391
4600,tilt_static,0.636230,0.050537,0.799072,43.727,0.282443,0.923664,-0.190840,223,-61,391
4620,tilt_static,0.638672,0.052246,0.793457,43.745,0.206107,0.938931,-0.129771,223,-61,391
4640,tilt_static,0.638916,0.052734,0.794922,43.715,0.229008,0.824428,-0.053435,222,-62,391
4660,tilt_static,0.638428,0.052490,0.792969,43.715,0.236641,0.839695,-0.076336,222,-62,391
4680,tilt_static,0.641357,0.052246,0.800537,43.739,0.190840,0.839695,-0.083969,222,-62,391
4700,tilt_static,0.640381,0.048340,0.794434,43.736,0.152672,1.114504,-0.099237,222,-62,391
4720,tilt_static,0.634521,0.051514,0.794434,43.745,0.175573,0.984733,-0.022901,222,-63,392
4740,tilt_static,0.642578,0.052002,0.801514,43.748,0.229008,0.824428,-0.068702,222,-63,392
4760,tilt_static,0.637451,0.049072,0.790527,43.745,0.206107,0.916031,-0.198473,222,-63,392
4780,tilt_static,0.640625,0.053467,0.796387,43.727,0.259542,0.961832,-0.030534,223,-61,390
4800,tilt_static,0.640381,0.052002,0.792725,43.715,0.198473,0.984733,-0.236641,223,-61,390
4821,tilt_static,0.636963,0.053467,0.795654,43.718,0.320611,0.923664,-0.114504,223,-61,390
4840,tilt_static,0.632324,0.050293,0.789795,43.727,0.145038,1.053435,-0.099237,223,-61,390
4860,tilt_static,0.639404,0.056396,0.790039,43.689,0.229008,0.954198,-0.160305,223,-61,390
4880,tilt_static,0.636475,0.052490,0.793945,43.704,0.259542,0.984733,-0.167939,223,-61,390
4900,tilt_static,0.639648,0.050781,0.796387,43.701,0.160305,0.984733,-0.038168,223,-61,390
4920,tilt_static,0.636963,0.050049,0.791748,43.704,0.206107,1.015267,-0.099237,222,-62,390
4940,tilt_static,0.639648,0.052002,0.795898,43.730,0.206107,0.862595,-0.022901,222,-62,390
4960,tilt_static,0.640137,0.052490,0.791504,43.704,0.244275,0.954198,-0.183206,222,-62,390
4980,tilt_static,0.642090,0.048584,0.795410,43.724,0.183206,0.900763,-0.129771,224,-62,390
5000,tilt_static,0.636230,0.053711,0.794678,43.709,0.183206,0.961832,-0.038168,224,-62,390
5020,tilt_static,0.640137,0.050781,0.786621,43.704,0.190840,1.000000,-0.022901,224,-62,390
5040,tilt_static,0.636963,0.051270,0.790039,43.724,0.221374,1.061069,-0.076336,224,-62,391
5060,tilt_static,0.638184,0.052734,0.796387,43.751,0.251908,0.992366,-0.129771,224,-62,391
5080,tilt_static,0.632324,0.050293,0.795166,43.745,0.251908,0.832061,0.030534,224,-62,391
5100,tilt_static,0.637939,0.051514,0.791504,43.721,0.122137,1.030534,-0.083969,224,-62,391
5120,tilt_static,0.639160,0.054443,0.795166,43.739,0.167939,1.000000,-0.030534,223,-63,389
